,Name,Right arm Fast,Right arm Medium,Left arm Fast,Left arm Medium,Right arm off-spinner,Right arm Legbreak,Left arm Orthodox,Left arm Chinaman,Hitting Score,Anchoring Score
403,LHD Dilhara,"[10, 19, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[5, 11, 1]","[0, 0, 0]","[11, 7, 0]","[0, 0, 0]",To be calculated,To be calculated
404,Liton Das,"[668, 804, 19]","[58, 76, 2]","[155, 204, 7]","[0, 0, 0]","[210, 215, 5]","[139, 136, 4]","[164, 166, 5]","[32, 34, 2]",To be calculated,To be calculated
405,LJ Hamilton,"[2, 4, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
406,LJ Poulton,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
407,LK Bell,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
408,LK Ebsary,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
409,LMP Simmons,"[627, 980, 23]","[48, 65, 0]","[213, 285, 4]","[0, 0, 0]","[308, 428, 9]","[46, 60, 2]","[79, 116, 1]","[0, 0, 0]",To be calculated,To be calculated
410,LN Roche,"[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[2, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
411,LPC Silva,"[342, 495, 14]","[93, 116, 1]","[105, 181, 5]","[0, 0, 0]","[118, 138, 2]","[0, 0, 0]","[175, 191, 4]","[31, 65, 2]",To be calculated,To be calculated
412,LR Doolan,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
413,LR Down,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
414,LRPL Taylor,"[2612, 3074, 62]","[349, 319, 1]","[582, 817, 21]","[2, 7, 1]","[847, 1054, 19]","[497, 644, 10]","[547, 752, 12]","[178, 186, 1]",To be calculated,To be calculated
415,LS Greenway,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
416,LS Livingstone,"[81, 88, 6]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[12, 12, 0]","[23, 22, 0]","[17, 18, 0]",To be calculated,To be calculated
417,M du Preez,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
418,M Kaif,"[335, 521, 20]","[120, 180, 1]","[30, 57, 0]","[0, 0, 0]","[80, 124, 0]","[10, 22, 1]","[55, 97, 1]","[1, 2, 0]",To be calculated,To be calculated
419,M Labuschagne,"[193, 226, 5]","[11, 11, 1]","[14, 23, 1]","[0, 0, 0]","[43, 69, 0]","[90, 101, 3]","[69, 84, 2]","[45, 47, 0]",To be calculated,To be calculated
420,M Raj,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
421,M Shumba,"[2, 8, 0]","[0, 0, 0]","[2, 8, 1]","[0, 0, 0]","[6, 11, 0]","[3, 5, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
422,M Terblanche,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
423,M van Jaarsveld,"[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
424,M Vijay,"[104, 169, 4]","[49, 71, 3]","[29, 39, 2]","[0, 0, 0]","[11, 8, 0]","[15, 16, 0]","[21, 43, 0]","[0, 0, 0]",To be calculated,To be calculated
425,MA Agarwal,"[69, 72, 5]","[0, 0, 0]","[17, 19, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
426,MA Carberry,"[75, 99, 2]","[0, 0, 0]","[20, 45, 1]","[0, 0, 0]","[0, 0, 0]","[3, 3, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
427,MA Jones,"[174, 225, 5]","[0, 0, 0]","[23, 50, 0]","[0, 0, 0]","[23, 44, 1]","[0, 0, 0]","[39, 74, 0]","[0, 0, 0]",To be calculated,To be calculated
428,MA Leask,"[198, 137, 6]","[69, 58, 3]","[64, 47, 2]","[0, 0, 0]","[133, 115, 4]","[29, 44, 3]","[44, 57, 2]","[0, 0, 0]",To be calculated,To be calculated
429,MA Vermeulen,"[146, 240, 9]","[41, 44, 1]","[43, 62, 2]","[0, 0, 0]","[42, 37, 0]","[0, 4, 1]","[49, 75, 1]","[17, 15, 0]",To be calculated,To be calculated
430,MAA Sanjeewani,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
431,MADD Surangika,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
432,Mahedi Hasan,"[1, 2, 0]","[3, 9, 1]","[11, 14, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
433,Mahmudullah,"[1186, 1546, 38]","[353, 443, 12]","[372, 429, 9]","[0, 0, 0]","[489, 719, 12]","[352, 486, 10]","[341, 517, 7]","[45, 80, 3]",To be calculated,To be calculated
434,Marina Iqbal,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
435,MB Loye,"[91, 125, 3]","[0, 0, 0]","[8, 10, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
436,MC Henriques,"[49, 54, 2]","[0, 0, 0]","[15, 13, 0]","[0, 0, 0]","[3, 8, 1]","[6, 20, 2]","[9, 38, 4]","[6, 8, 1]",To be calculated,To be calculated
437,MD Dai,"[56, 40, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[46, 65, 2]","[8, 18, 0]","[39, 68, 2]","[0, 0, 0]",To be calculated,To be calculated
438,MD du Preez,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[2, 6, 1]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
439,MD Gunathilaka,"[602, 706, 15]","[51, 59, 3]","[158, 209, 6]","[0, 0, 0]","[137, 190, 2]","[115, 150, 4]","[101, 122, 3]","[0, 0, 0]",To be calculated,To be calculated
440,MD Shanaka,"[143, 151, 4]","[46, 28, 0]","[100, 107, 2]","[0, 0, 0]","[68, 68, 2]","[117, 132, 10]","[120, 158, 2]","[17, 20, 1]",To be calculated,To be calculated
441,MDKJ Perera,"[1069, 1083, 33]","[59, 63, 2]","[418, 400, 13]","[0, 0, 0]","[409, 533, 10]","[114, 149, 4]","[99, 110, 0]","[18, 17, 1]",To be calculated,To be calculated
442,MDT Kamini,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
443,ME Sanuth,"[0, 0, 0]","[1, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[11, 7, 0]","[0, 0, 0]",To be calculated,To be calculated
444,ME Trescothick,"[617, 818, 18]","[68, 65, 2]","[142, 193, 4]","[0, 0, 0]","[42, 48, 2]","[10, 8, 0]","[67, 51, 1]","[0, 0, 0]",To be calculated,To be calculated
445,Mehrab Hossain jnr,"[17, 68, 1]","[55, 115, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[14, 26, 1]","[0, 0, 0]",To be calculated,To be calculated
446,MEK Hussey,"[1764, 1906, 39]","[274, 304, 4]","[192, 155, 7]","[0, 0, 0]","[733, 1012, 12]","[38, 47, 2]","[344, 446, 5]","[0, 0, 0]",To be calculated,To be calculated
447,MF Fahey,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
448,MF Kendal,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
449,MF Maharoof,"[353, 327, 18]","[35, 44, 2]","[43, 45, 7]","[0, 0, 0]","[44, 118, 5]","[19, 16, 1]","[66, 93, 3]","[1, 6, 1]",To be calculated,To be calculated
450,MG Bracewell,"[40, 39, 1]","[58, 29, 0]","[25, 19, 0]","[1, 1, 0]","[91, 92, 1]","[0, 0, 0]","[2, 5, 1]","[0, 0, 0]",To be calculated,To be calculated
451,MG Neser,"[0, 2, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4, 8, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
452,MH Cross,"[406, 507, 12]","[58, 111, 7]","[106, 161, 6]","[0, 0, 0]","[107, 149, 6]","[69, 89, 1]","[108, 203, 8]","[0, 0, 0]",To be calculated,To be calculated
453,MHW Papps,"[18, 34, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
454,Misbah-ul-Haq,"[1284, 1936, 38]","[250, 341, 5]","[299, 388, 9]","[0, 0, 0]","[551, 651, 6]","[188, 229, 2]","[449, 617, 12]","[0, 0, 0]",To be calculated,To be calculated
455,MJ Bulow,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
456,MJ Clarke,"[2221, 2874, 56]","[453, 566, 10]","[381, 430, 9]","[16, 21, 0]","[827, 1073, 12]","[191, 218, 4]","[507, 721, 9]","[0, 0, 0]",To be calculated,To be calculated
457,MJ Cosgrove,"[24, 31, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[15, 11, 1]","[0, 0, 0]","[15, 17, 0]","[0, 0, 0]",To be calculated,To be calculated
458,MJ Guptill,"[2610, 2975, 65]","[296, 331, 3]","[831, 1110, 23]","[18, 38, 2]","[475, 576, 10]","[369, 353, 6]","[420, 539, 10]","[47, 44, 0]",To be calculated,To be calculated
459,MJ North,"[1, 5, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[3, 11, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
460,MJ Prior,"[600, 784, 23]","[76, 92, 4]","[123, 192, 4]","[0, 0, 0]","[133, 174, 8]","[3, 3, 0]","[58, 91, 1]","[0, 0, 0]",To be calculated,To be calculated
461,MK Pandey,"[183, 206, 6]","[83, 83, 1]","[24, 18, 0]","[0, 0, 0]","[40, 48, 1]","[48, 44, 2]","[39, 58, 2]","[30, 19, 0]",To be calculated,To be calculated
462,MK Tiwary,"[80, 114, 5]","[65, 107, 3]","[1, 9, 0]","[0, 0, 0]","[50, 66, 1]","[0, 0, 0]","[4, 5, 0]","[0, 0, 0]",To be calculated,To be calculated
463,ML Cummins,"[1, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[5, 15, 1]","[0, 0, 0]","[1, 1, 0]",To be calculated,To be calculated
464,ML Green,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
465,ML Hayden,"[1122, 1550, 28]","[160, 185, 2]","[296, 331, 3]","[0, 0, 0]","[261, 362, 3]","[60, 93, 1]","[133, 157, 2]","[0, 0, 0]",To be calculated,To be calculated
466,ML Udawatte,"[62, 122, 4]","[37, 58, 0]","[32, 37, 0]","[0, 0, 0]","[36, 36, 1]","[0, 0, 0]","[12, 16, 0]","[0, 0, 0]",To be calculated,To be calculated
467,MM Ali,"[761, 809, 29]","[38, 60, 3]","[173, 186, 10]","[0, 0, 0]","[269, 250, 10]","[101, 97, 7]","[63, 79, 3]","[29, 22, 1]",To be calculated,To be calculated
468,MM Lanning,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
469,MN Samuels,"[1425, 1790, 50]","[139, 141, 3]","[259, 410, 10]","[0, 0, 0]","[517, 814, 11]","[263, 315, 7]","[191, 326, 11]","[15, 19, 1]",To be calculated,To be calculated
470,MN van Wyk,"[111, 150, 5]","[2, 9, 0]","[63, 111, 2]","[0, 0, 0]","[48, 82, 0]","[5, 11, 0]","[32, 45, 5]","[0, 0, 0]",To be calculated,To be calculated
471,MN Waller,"[227, 290, 17]","[25, 40, 2]","[83, 110, 1]","[0, 6, 0]","[134, 192, 8]","[63, 88, 4]","[146, 200, 8]","[26, 39, 2]",To be calculated,To be calculated
472,Mohammad Aadil Alam,"[29, 31, 2]","[0, 0, 0]","[7, 12, 1]","[0, 0, 0]","[0, 0, 0]","[7, 2, 0]","[3, 7, 2]","[0, 0, 0]",To be calculated,To be calculated
473,Mohammad Ashraful,"[739, 1080, 36]","[103, 188, 7]","[130, 232, 4]","[0, 0, 0]","[105, 174, 4]","[59, 67, 0]","[253, 344, 11]","[34, 47, 0]",To be calculated,To be calculated
474,Mohammad Boota,"[83, 110, 4]","[20, 13, 0]","[0, 0, 0]","[0, 0, 0]","[24, 34, 1]","[18, 24, 1]","[18, 45, 0]","[0, 0, 0]",To be calculated,To be calculated
475,Mohammad Hafeez,"[2135, 2970, 73]","[305, 418, 8]","[391, 492, 8]","[0, 0, 0]","[481, 510, 13]","[360, 427, 12]","[300, 398, 7]","[31, 23, 1]",To be calculated,To be calculated
476,Mohammad Haris,"[0, 3, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[6, 3, 0]","[0, 0, 0]",To be calculated,To be calculated
477,Mohammad Naim,"[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
478,Mohammad Rizwan,"[316, 324, 12]","[47, 52, 1]","[7, 18, 0]","[0, 0, 0]","[127, 172, 4]","[142, 188, 7]","[86, 124, 4]","[5, 7, 0]",To be calculated,To be calculated
479,Mohammad Shahzad,"[25, 46, 3]","[2, 5, 1]","[0, 0, 0]","[0, 0, 0]","[16, 6, 0]","[14, 13, 1]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
480,Mohammed Qasim,"[7, 9, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[8, 20, 0]","[0, 0, 0]","[15, 28, 0]","[0, 0, 0]",To be calculated,To be calculated
481,Mominul Haque,"[172, 235, 5]","[49, 51, 2]","[43, 34, 2]","[0, 0, 0]","[29, 55, 3]","[2, 3, 1]","[23, 38, 1]","[0, 0, 0]",To be calculated,To be calculated
482,Mosaddek Hossain,"[194, 238, 10]","[44, 37, 0]","[32, 50, 2]","[0, 0, 0]","[31, 55, 0]","[58, 108, 4]","[37, 33, 0]","[11, 18, 1]",To be calculated,To be calculated
483,MP Stoinis,"[418, 474, 11]","[73, 63, 2]","[57, 51, 2]","[0, 0, 0]","[109, 109, 3]","[205, 201, 10]","[21, 16, 1]","[86, 81, 1]",To be calculated,To be calculated
484,MP Vaughan,"[351, 560, 13]","[53, 80, 0]","[64, 123, 3]","[0, 0, 0]","[28, 67, 3]","[14, 30, 0]","[50, 65, 1]","[0, 0, 0]",To be calculated,To be calculated
485,MR Marsh,"[590, 573, 22]","[28, 22, 0]","[83, 86, 4]","[0, 0, 0]","[171, 254, 1]","[185, 236, 8]","[133, 174, 2]","[30, 39, 0]",To be calculated,To be calculated
486,MR Meshram,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
487,MS Atapattu,"[468, 751, 14]","[60, 73, 0]","[77, 152, 2]","[0, 0, 0]","[117, 173, 3]","[10, 8, 0]","[63, 75, 2]","[17, 37, 3]",To be calculated,To be calculated
488,MS Chapman,"[2, 7, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[24, 27, 2]","[4, 12, 1]","[60, 31, 0]","[0, 0, 0]",To be calculated,To be calculated
489,MS Dhoni,"[3548, 3865, 86]","[458, 524, 9]","[780, 899, 25]","[0, 0, 0]","[1338, 1823, 13]","[179, 267, 6]","[807, 1053, 15]","[78, 106, 1]",To be calculated,To be calculated
490,MS Tshabalala,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
491,MS Wade,"[619, 683, 24]","[69, 64, 2]","[127, 172, 3]","[0, 0, 0]","[208, 348, 9]","[116, 145, 4]","[81, 114, 3]","[18, 35, 2]",To be calculated,To be calculated
492,Muhammad Usman,"[179, 301, 11]","[55, 66, 1]","[43, 42, 1]","[0, 0, 0]","[140, 245, 5]","[77, 89, 2]","[69, 102, 3]","[0, 0, 0]",To be calculated,To be calculated
493,Muneeba Ali,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
494,Mushfiqur Rahim,"[1479, 1974, 41]","[365, 470, 13]","[348, 466, 11]","[0, 0, 0]","[882, 1035, 19]","[504, 571, 12]","[482, 695, 15]","[64, 77, 2]",To be calculated,To be calculated
495,Mushfiqur Rahman,"[51, 119, 4]","[6, 18, 1]","[8, 25, 0]","[0, 0, 0]","[18, 19, 0]","[0, 0, 0]","[7, 20, 1]","[0, 0, 0]",To be calculated,To be calculated
496,MV Boucher,"[639, 617, 28]","[234, 200, 3]","[104, 100, 3]","[0, 0, 0]","[264, 286, 5]","[71, 103, 2]","[164, 245, 7]","[64, 74, 2]",To be calculated,To be calculated
497,MV Waldron,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
498,MW Machan,"[151, 148, 2]","[20, 42, 1]","[50, 65, 2]","[0, 0, 0]","[41, 67, 1]","[15, 16, 0]","[21, 31, 0]","[0, 0, 0]",To be calculated,To be calculated
499,N Boje,"[49, 46, 2]","[14, 13, 1]","[0, 0, 0]","[0, 0, 0]","[20, 10, 0]","[16, 10, 0]","[8, 17, 0]","[0, 0, 0]",To be calculated,To be calculated
500,N Deonarine,"[121, 170, 4]","[24, 36, 2]","[58, 127, 3]","[0, 0, 0]","[60, 97, 1]","[64, 103, 3]","[35, 36, 0]","[0, 0, 0]",To be calculated,To be calculated
501,N Dickwella,"[602, 622, 20]","[86, 83, 2]","[102, 131, 6]","[0, 0, 0]","[205, 248, 6]","[144, 169, 2]","[47, 56, 0]","[29, 18, 1]",To be calculated,To be calculated
502,N Niranjana,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
503,N Pooran,"[385, 422, 12]","[56, 56, 1]","[78, 85, 4]","[0, 0, 0]","[246, 282, 6]","[181, 157, 3]","[58, 98, 2]","[107, 108, 3]",To be calculated,To be calculated
504,N Rana,"[0, 0, 0]","[3, 8, 0]","[0, 0, 0]","[0, 0, 0]","[3, 4, 1]","[0, 0, 0]","[1, 2, 0]","[0, 0, 0]",To be calculated,To be calculated
505,N Shangase,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
506,N Sibanda,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
507,NA Moodley,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
508,Nafees Iqbal,"[47, 127, 5]","[18, 22, 1]","[1, 6, 0]","[0, 0, 0]","[20, 22, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
509,Nahida Khan,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
510,Nain Abidi,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
511,Najibullah Zadran,"[573, 598, 15]","[77, 96, 5]","[106, 146, 5]","[13, 9, 1]","[181, 262, 4]","[122, 115, 2]","[188, 175, 5]","[17, 14, 0]",To be calculated,To be calculated
512,Naseem Khushi,"[81, 54, 5]","[14, 17, 3]","[30, 17, 0]","[0, 2, 1]","[26, 20, 1]","[28, 20, 1]","[28, 62, 0]","[0, 0, 0]",To be calculated,To be calculated
513,Nasir Jamal,"[112, 190, 4]","[9, 19, 1]","[0, 0, 0]","[0, 0, 0]","[80, 98, 2]","[47, 75, 1]","[29, 51, 1]","[0, 0, 0]",To be calculated,To be calculated
514,Nasir Jamshed,"[502, 784, 15]","[116, 109, 4]","[121, 165, 8]","[0, 0, 0]","[105, 169, 2]","[0, 0, 0]","[41, 61, 2]","[0, 0, 0]",To be calculated,To be calculated
515,Nawroz Mangal,"[100, 178, 4]","[48, 81, 4]","[77, 90, 1]","[0, 0, 0]","[32, 69, 3]","[5, 13, 2]","[48, 58, 2]","[0, 0, 0]",To be calculated,To be calculated
516,Nazmul Hossain Shanto,"[66, 115, 5]","[10, 16, 0]","[0, 0, 0]","[0, 0, 0]","[32, 59, 3]","[0, 0, 0]","[32, 47, 1]","[0, 0, 0]",To be calculated,To be calculated
517,NC Dodd,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
518,ND McKenzie,"[38, 75, 3]","[0, 0, 0]","[10, 13, 0]","[0, 0, 0]","[60, 57, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
519,NE Bonner,"[30, 32, 1]","[7, 9, 1]","[1, 5, 0]","[0, 0, 0]","[3, 6, 0]","[0, 0, 0]","[13, 24, 1]","[0, 0, 0]",To be calculated,To be calculated
520,Nestor Dhamba,"[8, 20, 0]","[0, 0, 0]","[0, 0, 0]","[0, 10, 1]","[5, 4, 1]","[1, 2, 1]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
521,NFI McCallum,"[78, 139, 2]","[31, 42, 2]","[1, 13, 0]","[0, 0, 0]","[17, 24, 0]","[27, 25, 1]","[1, 3, 1]","[0, 0, 0]",To be calculated,To be calculated
522,NJ Astle,"[444, 616, 18]","[139, 176, 2]","[148, 188, 0]","[0, 0, 0]","[89, 134, 2]","[0, 0, 0]","[51, 86, 1]","[10, 16, 0]",To be calculated,To be calculated
523,NJ Carey,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
524,NJ O'Brien,"[497, 704, 17]","[124, 174, 1]","[76, 111, 6]","[4, 2, 1]","[301, 423, 15]","[93, 162, 6]","[109, 137, 3]","[0, 0, 0]",To be calculated,To be calculated
525,NM Carter,"[0, 0, 0]","[0, 0, 0]","[0, 6, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
526,NND de Silva,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
527,Noor Ali Zadran,"[310, 442, 11]","[90, 131, 6]","[62, 106, 2]","[0, 0, 0]","[32, 70, 4]","[18, 39, 2]","[59, 89, 1]","[0, 0, 0]",To be calculated,To be calculated
528,NS Poonia,"[6, 25, 3]","[4, 7, 1]","[1, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 1]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
529,NT Broom,"[349, 405, 8]","[20, 23, 0]","[89, 155, 6]","[0, 0, 0]","[89, 127, 2]","[3, 7, 1]","[132, 159, 4]","[1, 2, 0]",To be calculated,To be calculated
530,Nurul Hasan,"[74, 60, 1]","[12, 10, 0]","[7, 20, 1]","[0, 0, 0]","[4, 10, 0]","[4, 3, 0]","[12, 10, 0]","[0, 0, 0]",To be calculated,To be calculated
531,Nuzhat Tasnia,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
532,NV Ojha,"[0, 0, 0]","[0, 0, 0]","[1, 6, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
533,OV Anderson,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
534,P Khadka,"[28, 57, 2]","[36, 46, 2]","[5, 23, 1]","[0, 0, 0]","[0, 0, 0]","[44, 39, 1]","[19, 10, 0]","[0, 0, 0]",To be calculated,To be calculated
535,P Mujaji,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
536,P Mustard,"[126, 139, 6]","[6, 18, 2]","[41, 40, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
